date,redistribution,extraction,velocity,velocity_smooth,year,month
2025-07-20,23.333333333333332,24.666666666666668,-29.355932203389834,-26.949053424521754,2025,7
2025-07-27,29.333333333333332,34.666666666666664,-14.826254826254814,-35.780027255495575,2025,7
2025-08-03,19.666666666666668,17.0,18.006993006993014,-8.72506467421721,2025,8
2025-08-10,16.333333333333332,14.0,0.6979062811565235,1.2928814872982433,2025,8
2025-08-17,15.0,10.666666666666666,15.646258503401366,11.45038593051697,2025,8
2025-08-24,16.666666666666668,11.333333333333334,4.861111111111094,7.06842529855633,2025,8
2025-08-31,16.333333333333332,13.333333333333334,-19.64705882352943,0.2867702636610119,2025,8
2025-09-07,17.0,10.666666666666666,24.081632653061234,3.098561646880968,2025,9
2025-09-14,21.0,15.0,-17.095588235294112,-4.2203381352541,2025,9
2025-09-21,24.0,20.0,-19.04761904761905,-4.020524876617308,2025,9
2025-09-28,23.333333333333332,17.666666666666668,8.88888888888888,-9.08477279800809,2025,9
2025-10-05,23.0,13.0,24.986522911051225,4.94259758410702,2025,10
2025-10-12,21.666666666666668,10.333333333333334,14.715719063545153,16.197043621161754,2025,10
2025-10-19,25.666666666666668,10.333333333333334,18.461538461538463,19.38792681204495,2025,10
2025-10-26,32.333333333333336,14.333333333333334,-12.735651445328841,6.813868693251595,2025,10
2025-11-02,39.333333333333336,20.666666666666668,-22.536561975545457,-5.603558319778609,2025,11
2025-11-09,39.333333333333336,19.666666666666668,4.8387096774193505,-10.144501247818313,2025,11
2025-11-16,36.666666666666664,20.333333333333332,-10.169491525423735,-9.289114607849944,2025,11
2025-11-23,28.666666666666668,18.666666666666668,-13.621460506706416,-6.31741411823693,2025,11
2025-11-30,43.333333333333336,23.333333333333332,26.162790697674446,0.7906128885147675,2025,11
2025-12-07,36.666666666666664,23.0,-13.956043956043974,-0.47157125502531133,2025,12
2025-12-14,31.666666666666668,19.666666666666668,0.8563899868247784,4.354378909485087,2025,12
2025-12-21,26.333333333333332,14.666666666666666,8.581623550401428,-1.506010139605919,2025,12
2025-12-28,40.666666666666664,16.333333333333332,43.06674338319909,17.50158564014177,2025,12
2026-01-04,38.0,18.666666666666668,-20.843091334894627,10.268425199568634,2026,1
2026-01-11,47.0,20.333333333333332,14.755639097744375,12.326430382016284,2026,1
2026-01-18,44.666666666666664,24.0,-22.997325892338104,-9.694926043162782,2026,1
2026-01-25,46.333333333333336,25.333333333333332,-1.8242122719734466,-3.355299688855722,2026,1
2026-02-01,45.666666666666664,23.333333333333332,6.455887921241943,-6.121883414356532,2026,2
2026-02-08,29.666666666666668,12.0,13.534932221063606,6.055535956777372,2026,2
2026-02-15,38.333333333333336,12.0,29.21348314606742,16.401434429457662,2026,2
