date,autonomy,constraint,velocity,velocity_smooth,year,month
2024-05-12,22.666666666666668,13.0,10.992039191671777,10.526558651926377,2024,5
2024-05-19,22.0,11.0,12.44343891402715,15.890784114191057,2024,5
2024-05-26,18.333333333333332,10.0,-7.5757575757575815,5.286573509980452,2024,5
2024-06-02,21.333333333333332,10.0,16.36363636363636,7.0771059006353125,2024,6
2024-06-09,20.666666666666668,9.333333333333334,3.5416666666666763,4.109848484848488,2024,6
2024-06-16,17.0,8.666666666666666,-10.599078341013824,3.1020748964297407,2024,6
2024-06-23,19.666666666666668,8.333333333333334,19.532428355957766,4.1583388938702095,2024,6
2024-06-30,17.666666666666668,9.0,-18.16949152542371,-3.078713836826586,2024,6
2024-07-07,16.0,9.666666666666666,-16.841369671558347,-5.159477613674761,2024,7
2024-07-14,17.666666666666668,10.0,6.9683908045977025,-9.347490130794782,2024,7
2024-07-21,17.666666666666668,12.0,-19.999999999999996,-9.95765962232021,2024,7
2024-07-28,18.0,9.0,26.88679245283019,4.618394419142636,2024,7
2024-08-04,19.333333333333332,12.0,-25.92592592592593,-6.346377824365242,2024,8
2024-08-11,20.0,14.333333333333334,-15.996168582375471,-5.0117673518237345,2024,8
2024-08-18,21.666666666666668,14.666666666666666,6.007751937984529,-11.971447523438954,2024,8
2024-08-25,24.0,13.666666666666666,17.587412587412576,2.5329986476738817,2024,8
2024-09-01,21.0,16.333333333333332,-32.012195121951216,-2.805676865518033,2024,9
2024-09-08,24.0,17.333333333333332,8.163265306122437,-2.087172409472064,2024,9
2024-09-15,24.333333333333332,18.666666666666668,-6.303418803418825,-10.05078287308253,2024,9
2024-09-22,24.0,20.0,-8.512720156555764,-2.217624551284047,2024,9
2024-09-29,22.333333333333332,20.0,-6.9444444444444535,-7.25352780147301,2024,9
2024-10-06,22.0,21.666666666666668,-9.825870646766177,-8.427678415922129,2024,10
2024-10-13,22.0,25.333333333333332,-16.923076923076906,-11.231130671429176,2024,10
2024-10-20,23.0,25.666666666666668,3.2296650717703157,-7.83976083269092,2024,10
2024-10-27,23.0,28.666666666666668,-11.688311688311682,-8.460574513206089,2024,10
2024-11-03,27.333333333333332,18.666666666666668,53.72430064037748,15.088551341278707,2024,11
2024-11-10,29.333333333333332,18.666666666666668,7.317073170731714,16.451020707599174,2024,11
2024-11-17,24.0,18.666666666666668,-18.181818181818176,14.286518543097008,2024,11
2024-11-24,16.0,16.333333333333332,-20.833333333333325,-10.566026114806593,2024,11
2024-12-01,22.666666666666668,18.333333333333332,29.421768707483007,-3.197794269222829,2024,12
2024-12-08,23.333333333333332,18.666666666666668,1.122994652406395,3.237143342185361,2024,12
2024-12-15,19.333333333333332,12.666666666666666,15.000000000000004,15.181587786629805,2024,12
2024-12-22,11.0,6.333333333333333,6.896551724137936,7.6731821255147805,2024,12
2024-12-29,12.0,6.0,14.354066985645918,12.083539569927956,2024,12
2025-01-05,21.333333333333332,9.666666666666666,16.66666666666668,12.639095125483513,2025,1
2025-01-12,23.666666666666668,12.666666666666666,-20.096982758620662,3.641250297897314,2025,1
2025-01-19,24.0,12.666666666666666,1.4084507042253502,-0.6739551292428754,2025,1
2025-01-26,40.0,15.0,48.24561403508771,9.852360660230802,2025,1
2025-02-02,31.333333333333332,16.333333333333332,-30.555555555555546,6.366169727919175,2025,2
2025-02-09,25.0,15.666666666666666,-16.131133304385592,0.5196417250488613,2025,2
2025-02-16,23.0,16.666666666666668,-14.382978723404271,-20.356555861115133,2025,2
2025-02-23,26.0,18.0,5.043478260869571,-8.490211255640094,2025,2
2025-03-02,25.666666666666668,17.666666666666668,0.5698005698005715,-2.9232332975780397,2025,3
2025-03-09,21.0,15.333333333333334,-4.97427101200687,0.21300260622109413,2025,3
2025-03-16,21.0,15.0,2.1739130434782594,-0.743519132909343,2025,3
2025-03-23,22.333333333333332,15.333333333333334,4.126984126984112,0.44220871948517065,2025,3
2025-03-30,19.666666666666668,15.666666666666666,-14.114211550940926,-2.604438126826181,2025,3
2025-04-06,24.333333333333332,18.333333333333332,6.707536963577329,-1.0932301534598245,2025,4
2025-04-13,19.0,15.0,-3.7359900373599046,-3.714221541574497,2025,4
