date,reform,punitive,reform_velocity,punitive_velocity,cultural_velocity,cultural_velocity_smooth,year,month
2024-08-04,14.666666666666666,11.333333333333334,25.71428571428571,-17.07317073170731,42.78745644599302,62.66094374887698,2024,8
2024-08-11,8.666666666666666,11.0,-40.90909090909091,-2.941176470588236,-37.96791443850267,-0.2874253914426295,2024,8
2024-08-18,9.0,11.0,3.8461538461538547,0.0,3.8461538461538547,2.8885652845480507,2024,8
2024-08-25,8.0,11.0,-11.111111111111116,0.0,-11.111111111111116,-15.077623901153329,2024,8
2024-09-01,7.666666666666667,12.0,-4.1666666666666625,9.090909090909083,-13.257575757575745,-6.840844340844353,2024,9
2024-09-08,22.0,11.333333333333334,186.9565217391304,-5.5555555555555465,192.51207729468595,56.04779680866634,2024,9
2024-09-15,9.666666666666666,11.666666666666666,-56.060606060606055,2.941176470588225,-59.00178253119428,40.084239668638624,2024,9
2024-09-22,11.666666666666666,13.333333333333334,20.68965517241379,14.285714285714302,6.403940886699488,46.63807855006369,2024,9
2024-09-29,10.666666666666666,20.0,-8.571428571428575,50.0,-58.57142857142858,-37.05642340530781,2024,9
2024-10-06,9.666666666666666,17.333333333333332,-9.375,-13.333333333333341,3.958333333333341,-16.069718117131938,2024,10
2024-10-13,13.666666666666666,14.333333333333334,41.37931034482758,-17.307692307692303,58.68700265251988,1.3579691381415249,2024,10
2024-10-20,11.666666666666666,13.0,-14.634146341463417,-9.302325581395355,-5.331820760068062,19.104505075261695,2024,10
2024-10-27,17.666666666666668,12.0,51.428571428571445,-7.692307692307687,59.12087912087913,37.49202033777696,2024,10
2024-11-03,16.666666666666668,11.333333333333334,-5.660377358490565,-5.5555555555555465,-0.1048218029350183,17.89474551929199,2024,11
2024-11-10,10.333333333333334,12.666666666666666,-38.0,11.76470588235292,-49.76470588235292,3.083783811863706,2024,11
2024-11-17,8.333333333333334,13.0,-19.354838709677413,2.6315789473684292,-21.98641765704584,-23.951981780777952,2024,11
2024-11-24,6.0,11.0,-28.000000000000004,-15.384615384615385,-12.615384615384619,-28.122169384927815,2024,11
2024-12-01,7.333333333333333,12.0,22.22222222222221,9.090909090909083,13.131313131313128,-7.156829713705801,2024,12
2024-12-08,9.0,11.666666666666666,22.72727272727273,-2.777777777777779,25.50505050505051,8.67365967365965,2024,12
2024-12-15,6.0,11.333333333333334,-33.333333333333336,-2.857142857142847,-30.47619047619049,2.7200577200576936,2024,12
2024-12-22,2.6666666666666665,12.0,-55.55555555555556,5.882352941176472,-61.43790849673203,-22.136349489290694,2024,12
2024-12-29,4.333333333333333,13.0,62.5,8.333333333333325,54.16666666666667,-12.582477435418637,2024,12
